date,0_control_children_population_percentage,1_working_age_population_percentage,2_labor_force_participation_rate,3_inflation,4_population_not_rec_social_protection,birth_rate
1/1/2004,32.17418851,,,,,22.493
1/1/2004,27.1428297,0.429386169,0.621587694,,,18.97
1/1/2005,30.8432175,,,9.898489561,,21.18
1/1/2005,36.19661068,,,6.925543389,,22.578
1/1/2005,27.44629056,0.445775002,0.693435431,6.86953729,,17.31
1/1/2005,35.27966727,0.366618156,0.707311451,6.873823116,,23.998
1/1/2005,36.62783772,0.358386993,0.701416194,5.39323169,,28.128
1/1/2005,28.93912331,0.416601688,0.653974652,5.511615912,,19.078
1/1/2005,23.77757838,0.418255627,0.595909655,4.699277394,,15.502
1/1/2005,24.57590433,,,3.52576582,,15.543
1/1/2005,32.68767993,0.391287893,0.703328609,2.477697832,,23.07
1/1/2005,31.69076446,0.394278497,0.734618187,1.616319386,,22.07
1/1/2005,31.69654633,,,,,22.202
1/1/2005,26.91889293,0.429521471,0.619282544,,,18.836
1/1/2006,30.43523092,,,11.28134327,,20.816
1/1/2006,34.6747873,0.357937396,0.67850405,9.591388464,,23.65
1/1/2006,35.52263137,,,6.677157941,,22.076
1/1/2006,23.54959092,0.423235029,0.619936228,6.397649744,,15.342
1/1/2006,28.46965541,,,4.293425912,,18.663
1/1/2006,36.26479452,0.358840346,0.732347131,4.281189487,83.86355966,27.584
1/1/2006,26.90104764,0.452524453,0.69029659,4.183568129,46.06733095,16.832
1/1/2006,24.11253771,0.455305725,0.573069811,3.392173828,10.31068804,15.339
1/1/2006,32.25009808,0.389726132,0.702515304,3.298748463,,22.831
1/1/2006,31.21915378,0.397859752,0.748201013,2.225812488,,21.769
1/1/2006,31.27613883,,,,85.47659073,21.914
1/1/2006,26.74372056,0.437717825,0.619046152,,66.66416518,18.695
1/1/2007,34.77534167,,,12.21544447,,21.673
1/1/2007,35.89522959,0.365899056,0.71233207,8.737718427,41.64707647,27.045
1/1/2007,34.16792948,0.415582955,0.609014511,8.128776435,62.82246205,23.339
1/1/2007,23.29524954,0.426919758,0.636700571,8.114645612,,15.188
1/1/2007,30.01147723,,,6.426279345,,20.476
1/1/2007,27.94478333,,,5.544384933,,18.247
1/1/2007,23.67589804,,,4.477994616,,15.135
1/1/2007,26.39303806,0.460289091,0.685941756,3.641272991,,16.413
1/1/2007,31.85642865,0.392466754,0.684094131,2.276184782,,22.607
1/1/2007,30.73033901,0.405725569,0.768486679,1.779986447,,21.507
1/1/2007,30.87080314,,,,,21.63
1/1/2007,26.51935851,0.434153557,0.603977919,,,18.553
1/1/2008,35.51416141,0.376364708,0.720391631,8.13763965,26.55948769,26.515
1/1/2008,29.57596652,,,14.66714274,,20.164
1/1/2008,33.7109072,0.373380512,0.695007443,1.154544668,56.27563175,23.036
1/1/2008,23.26312263,,,8.716267366,,14.923
1/1/2008,31.48792855,0.395237893,0.665140033,8.495939875,36.90729585,22.383
1/1/2008,33.99065273,,,8.122269693,,21.373
1/1/2008,23.02514247,0.425662071,0.63760525,7.877737474,28.12633592,15.039
1/1/2008,27.3960646,,,6.996882578,,17.842
1/1/2008,30.24094703,0.403577387,0.743258536,5.785875983,47.59852654,21.278
1/1/2008,25.90366231,0.465509117,0.68577987,5.678593928,,16.053
1/1/2008,30.48307563,,,,,21.348
1/1/2008,26.27454755,0.439369142,0.610860467,,,18.417
1/1/2009,30.11089566,,,27.89414466,,21.066
1/1/2009,35.11235253,0.37917164,0.723230422,1.533637926,20.91691392,25.997
1/1/2009,22.75809567,0.43140623,0.644243002,7.622187439,22.96293795,14.895
1/1/2009,31.11661854,0.391876072,0.655487597,5.159968292,,22.148
1/1/2009,25.40872517,0.470367521,0.68591851,4.888347988,54.53982457,15.749
1/1/2009,26.87154166,,,4.225182737,,17.452
1/1/2009,33.26999181,,,2.95239639,,21.172
1/1/2009,29.77869047,0.413737744,0.773223877,2.936231536,35.88737993,21.072
1/1/2009,33.23201972,0.380909294,0.702207565,2.591946734,54.625761,22.731
1/1/2009,22.86180374,0.450500458,0.557394862,0.353463942,9.556788089,14.699
1/1/2009,29.13627816,,,-0.162987837,,19.877
1/1/2009,26.05300366,0.444362432,0.610458493,,,18.285
1/1/2010,29.75125114,,,28.18746479,,20.783
1/1/2010,28.70464529,,,6.944787295,,19.613
1/1/2010,22.50410812,0.42914173,0.640259087,6.698788698,20.26147168,14.757
1/1/2010,24.90178002,,,5.387269187,,15.492
1/1/2010,32.7025801,0.39044866,0.683319271,4.651162797,45.78248556,22.422
1/1/2010,32.67511078,,,3.733377577,,21.056
1/1/2010,30.73139784,0.395564705,0.626728475,3.554377346,29.58366089,21.898
1/1/2010,34.6859151,,,2.515675337,,25.502
1/1/2010,26.39192778,,,2.27226162,47.69661006,17.079
1/1/2010,29.36174828,0.415517598,0.778725028,1.528325973,31.63665094,20.876
1/1/2010,22.46508253,,,1.418966373,,14.466
1/1/2010,25.87377916,0.441810697,0.605955184,,62.19899292,18.154
1/1/2011,29.42260591,,,26.9212317,,20.495
1/1/2011,28.31981098,,,17.71177964,,19.368
1/1/2011,34.26721039,0.384861827,0.721062362,9.883146248,23.52127253,25.039
1/1/2011,32.22386282,,,8.253968254,47.72980968,22.118
1/1/2011,22.27149264,0.448215306,0.660144269,8.92832633,21.54334314,14.623
1/1/2011,24.39960447,0.477529079,0.661759377,6.636369353,54.65611975,15.269
1/1/2011,31.9793085,,,4.977735638,,20.999
1/1/2011,30.40452042,0.404569298,0.626836419,4.474532658,55.07178777,21.631
1/1/2011,25.9170012,0.434151411,0.681027412,3.415318961,48.40309489,16.727
1/1/2011,29.01365992,0.412669003,0.734876513,3.369319533,33.87988228,20.673
1/1/2011,22.13669313,0.450877905,0.559518576,3.343174355,16.56685604,14.231
1/1/2011,25.69975538,0.443986684,0.610954106,,57.86227341,18.019
1/1/2012,29.10721143,,,21.68995633,,20.205
1/1/2012,22.04383744,0.440530807,0.649886072,8.977658574,20.18297148,14.495
1/1/2012,23.91077232,0.478253841,0.659045339,5.435533957,53.62341829,15.06
1/1/2012,30.04950302,0.407510519,0.618713319,5.117218959,26.02035964,21.352
1/1/2012,27.95074077,,,5.686319367,,19.134
1/1/2012,33.81976411,0.386732846,0.688398182,4.518812388,23.24535954,24.612
1/1/2012,31.67213729,,,3.67591898,,21.835
1/1/2012,28.71273836,0.418377668,0.730443835,3.655796782,10.4790036,20.452
1/1/2012,25.4925533,0.437290311,0.690725505,3.169325988,51.13590383,16.393
1/1/2012,21.79263636,,,3.652589955,,14.006
1/1/2012,31.37336657,,,2.391935213,,20.965
1/1/2012,25.57161494,0.444610715,0.612782538,,58.94501007,17.875
1/1/2013,28.80096899,,,4.639427516,,19.913
1/1/2013,21.8242931,,,8.575135454,,14.373
1/1/2013,23.43230303,,,6.243359484,,14.852
1/1/2013,33.35546098,,,5.735258873,,24.223
1/1/2013,28.44344952,0.422603309,0.761286736,2.867165938,36.9761051,20.203
1/1/2013,29.68508156,,,2.721775777,,21.066
1/1/2013,31.09606944,,,2.683857387,,21.581
1/1/2013,25.09861388,,,2.169939187,,16.074
1/1/2013,21.44929772,0.452829003,0.57285887,1.928223125,11.45883788,13.797
1/1/2013,27.59943967,,,1.923436418,,18.906
1/1/2013,30.83535928,,,1.912518187,,20.92
1/1/2013,25.46689727,0.442807913,0.602726698,,53.63919955,17.717
1/1/2014,28.49746659,,,62.16864998,,19.62
1/1/2014,21.6141558,0.449950933,0.658694863,8.877353332,,14.255
1/1/2014,22.96482029,0.483009338,0.664939165,6.329152227,,14.635
1/1/2014,32.89337909,0.391815186,0.716390193,5.764576458,,23.87
1/1/2014,30.57175612,,,5.288276746,,21.354
1/1/2014,21.12831088,,,4.395,,13.608
1/1/2014,29.33825782,0.41108048,0.645991325,3.589221662,,20.774
1/1/2014,27.26398359,,,3.383412727,,18.678
1/1/2014,28.17662562,,,3.244963424,35.145556,19.924
1/1/2014,24.70174084,,,2.898838115,34.3233186,15.77
1/1/2014,30.32461655,,,0.852634975,,20.847
1/1/2014,25.34789199,0.437916726,0.59894067,,,17.547
1/1/2015,28.19215286,,,1,,19.325
1/1/2015,22.51027942,,,9.298718577,46.19128877,14.405
1/1/2015,21.41494577,,,8.666269878,,14.142
1/1/2015,26.94158436,,,6.867599244,,18.448
1/1/2015,24.28677059,,,4.989829568,,15.479
1/1/2015,20.83829012,,,4.348867283,,13.437
1/1/2015,32.44523742,,,4.696372614,,23.549
1/1/2015,29.01927161,,,3.966646233,,20.477
1/1/2015,27.89562347,,,3.549288495,,19.615
1/1/2015,30.13384758,,,3.129274474,,21.146
1/1/2015,29.82483078,,,-1.173432776,,20.733
1/1/2015,25.19593765,,,,,17.364
1/1/2016,27.89459601,,,1,,19.03
1/1/2016,26.69082039,,,55.48443775,,18.216
1/1/2016,21.22975396,,,9.639413476,,14.034
1/1/2016,22.1362691,,,8.7391283,,14.163
1/1/2016,23.88781146,,,7.513465972,,15.198
1/1/2016,29.72048269,,,4.868228577,,20.947
1/1/2016,20.55618966,,,3.786661778,,13.281
1/1/2016,32.03226302,,,3.625239368,,23.252
1/1/2016,27.65571702,,,3.592113241,,19.281
1/1/2016,28.7165363,,,1.728264633,27.42451911,20.175
1/1/2016,29.41835219,,,0.836861563,,20.576
1/1/2016,25.0586568,,,,,17.172
1/1/2017,26.43476594,,,22.19533458,,
1/1/2017,21.05917408,,,6.218938256,,
1/1/2017,23.47938979,,,4.314313176,,
1/1/2017,29.39889422,,,3.624774135,,
1/1/2017,21.74714104,,,3.446367832,,
1/1/2017,31.63966304,,,2.822185557,,
1/1/2017,27.38523918,,,2.828391698,,
1/1/2017,20.31670267,,,2.182469485,,
1/1/2017,28.99767181,,,1.946561552,,
1/1/2017,28.43710304,,,0.417335589,,
1/1/2017,27.59479333,,,,,
1/1/2017,24.88531499,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
1/1/2018,,,,,,
